Components,Melting Temperature,Delta elec,SMILES
trioctylmethylammonium tosylate,347.1,1.0,S(=O)(=O)([O-])C1=CC=C(C)C=C1.C(CCCCCCC)[N+](C)(CCCCCCCC)CCCCCCCC
dimethyl di-octadecyl dimethylguanidinium dicyanamide,351.1,1.0,[N-](C#N)C#N.CN(C(N(CCCCCCCCCCCCCCCCCC)C)=[N+](C)C)CCCCCCCCCCCCCCCCCC
dimethyl di-octadecyl dimethylguanidinium tetraphenylborate,351.1,1.0,C1(=CC=CC=C1)[B-](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.CN(C(N(CCCCCCCCCCCCCCCCCC)C)=[N+](C)C)CCCCCCCCCCCCCCCCCC
dibutyltetramethylguanidinium dicyanamide,371.1,1.0,[N-](C#N)C#N.C(CCC)[N+](=C(N(C)C)N(C)C)CCCC
didodecyltetramethylguanidinium dicyanamide,326.1,1.0,[N-](C#N)C#N.C(CCCCCCCCCCC)[N+](=C(N(C)C)N(C)C)CCCCCCCCCCCC
1-ethyl-3-methylimidazolium hexafluorophosphate,333.1,1.0,F[P-](F)(F)(F)(F)F.C(C)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium methanesulfonate,337.1,1.0,CS(=O)(=O)[O-].C(CCC)N1C=[N+](C=C1)C
1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium hexafluorophosphate,316.1,1.0,F[P-](F)(F)(F)(F)F.COCCOCCN1C=[N+](C=C1)C
"1,3-dibenzylimidazolium trifluoromethanesulfonate",346.1,1.0,FC(S(=O)(=O)[O-])(F)F.C(C1=CC=CC=C1)N1C=[N+](C=C1)CC1=CC=CC=C1
1-benzyl-3-propylimidazolium trifluoromethanesulfonate,318.4,1.1,FC(S(=O)(=O)[O-])(F)F.C(C1=CC=CC=C1)N1C=[N+](C=C1)CCC
1-ethyl-3-methylimidazolium chloride,360.8,0.0,[Cl-].C(C)N1C=[N+](C=C1)C
1-ethylpyridinium bromide,391.31,0.56,[Br-].C(C)[N+]1=CC=CC=C1
1-propylpyridinium bromide,342.8,1.4,[Br-].C(CC)[N+]1=CC=CC=C1
1-decyl-3-methylimidazolium trifluoromethansulfate,296.2,2.0,
1-ethyl-3-methylimidazolium dicyanamide,267.7,0.8,[N-](C#N)C#N.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,256.0,0.8,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[N+](C=C1)C
1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,275.1,1.0,
1-ethyl-3-methylimidazolium dicyanamide,268.3,1.0,[N-](C#N)C#N.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium tetrafluoroborate,286.6,0.8,F[B-](F)(F)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium tetrafluoroborate,287.1,1.0,F[B-](F)(F)F.C(C)N1C=[N+](C=C1)C
1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,275.9,1.0,
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,256.7,1.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,270.7,0.8,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[N+](C=C1)C
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,271.3,0.8,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)N1C=[N+](C=C1)C
1-methyl-3-propylimidazolium iodide,290.1,0.8,[I-].CN1C=[N+](C=C1)CCC
1-methyl-3-propylimidazolium iodide,291.4,1.0,[I-].CN1C=[N+](C=C1)CCC
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,264.5,0.8,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,277.56,0.8,FC(S(=O)(=O)[O-])(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,278.6,1.0,FC(S(=O)(=O)[O-])(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-3-methylimidazolium chloride,340.1,2.0,[Cl-].C(CCC)N1C=[N+](C=C1)C
"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazolium) hexafluorophosphate(V)",391.6,2.9,
ephedrine hydrochloride,489.0,3.0,
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,270.0,10.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,256.0,10.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[N+](C=C1)C
"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",297.0,10.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CN1C=[N+](C=C1)C
lithium bis((trifluoromethyl)sulfonyl)amide,509.0,10.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.[Li+]
tetrabutylammonium D-phenylalaninate,368.0,0.0,N[C@H](CC1=CC=CC=C1)C(=O)[O-].C(CCC)[N+](CCCC)(CCCC)CCCC
tetrabutylammonium L-alaninate,344.0,0.0,N[C@@H](C)C(=O)[O-].C(CCC)[N+](CCCC)(CCCC)CCCC
tetrabutylammonium L-arginate,352.0,0.0,N[C@@H](CCCNC(N)=N)C(=O)[O-].C(CCC)[N+](CCCC)(CCCC)CCCC
3-hexadecylthiazolium bis((trifluoromethyl)sulfonyl)amide,330.1,5.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCCCCCC)[N+]1=CSC=C1
3-dodecylthiazolium bis((trifluoromethyl)sulfonyl)amide,305.1,5.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CSC=C1
3-hexylthiazolium bis((trifluoromethyl)sulfonyl)amide,289.1,5.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCC)[N+]1=CSC=C1
3-ethylthiazolium bis((trifluoromethyl)sulfonyl)amide,303.1,5.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=CSC=C1
1-ethyl-3-methylimidazolium iodide,352.1,2.0,[I-].C(C)N1C=[N+](C=C1)C
tris(2-hydroxypropyl)ammonium malate,371.1,2.0,C(C(O)CC(=O)[O-])(=O)[O-].OC(C[NH+](CC(C)O)CC(C)O)C.OC(C[NH+](CC(C)O)CC(C)O)C
tris(2-hydroxypropyl)ammonium malonate,360.1,2.0,C(CC(=O)[O-])(=O)[O-].OC(C[NH+](CC(C)O)CC(C)O)C.OC(C[NH+](CC(C)O)CC(C)O)C
tris(2-hydroxypropyl)ammonium benzoate,359.1,2.0,C(C1=CC=CC=C1)(=O)[O-].OC(C[NH+](CC(C)O)CC(C)O)C
tris(2-hydroxypropyl)ammonium cinnamate,360.1,2.0,C(C=CC1=CC=CC=C1)(=O)[O-].OC(C[NH+](CC(C)O)CC(C)O)C
tris(2-hydroxypropyl)ammonium salicylate,376.1,2.0,C(C=1C(O)=CC=CC1)(=O)[O-].OC(C[NH+](CC(C)O)CC(C)O)C
tris(2-hydroxypropyl)ammonium acetylsalicylate,369.1,2.0,C(C)(=O)OC=1C(C(=O)[O-])=CC=CC1.OC(C[NH+](CC(C)O)CC(C)O)C
tris(2-hydroxypropyl)ammonium nicotinate,391.1,2.0,C(C1=CN=CC=C1)(=O)[O-].OC(C[NH+](CC(C)O)CC(C)O)C
tris(2-hydroxypropyl)ammonium 2-methyl-4-chlorophenoxyacetate,371.1,2.0,CC1=C(OCC(=O)[O-])C=CC(=C1)Cl.OC(C[NH+](CC(C)O)CC(C)O)C
tris(2-hydroxypropyl)ammonium succinate,368.1,2.0,C(CCC(=O)[O-])(=O)[O-].OC(C[NH+](CC(C)O)CC(C)O)C.OC(C[NH+](CC(C)O)CC(C)O)C
tris(2-hydroxypropyl)ammonium hydrogen malonate,380.1,2.0,C(CC(=O)[O-])(=O)O.OC(C[NH+](CC(C)O)CC(C)O)C
tris(2-hydroxypropyl)ammonium hydrogen oxalate,393.1,2.0,C(C(=O)[O-])(=O)O.OC(C[NH+](CC(C)O)CC(C)O)C
tetrabutylammonium hydrogen sulfate,447.1,2.0,S(=O)(=O)(O)[O-].C(CCC)[N+](CCCC)(CCCC)CCCC
1-hexadecylpyridinium hydroxide,342.6,1.1,[OH-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1
1-hexadecylpyridinium acetylsalicylate,316.4,1.1,C(C)(=O)OC=1C(C(=O)[O-])=CC=CC1.C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1
cetylpyridinium chloride,354.1,1.1,[Cl-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1
1-hexadecyl-1-methylpiperidinium acetylsalicylate,303.9,1.1,C(C)(=O)OC=1C(C(=O)[O-])=CC=CC1.C(CCCCCCCCCCCCCCC)[N+]1(CCCCC1)C
1-hexadecyl-1-methylpiperidinium hydroxide,338.1,1.1,[OH-].C(CCCCCCCCCCCCCCC)[N+]1(CCCCC1)C
1-hexadecyl-1-methylpiperidinium chloride,365.9,1.1,[Cl-].C(CCCCCCCCCCCCCCC)[N+]1(CCCCC1)C
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,263.1,2.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[N+](C=C1)C
1-tetradecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,308.1,2.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCCCCCCCCCC)N1C=[N+](C=C1)C
3-hexadecyl-1-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,320.1,2.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCCCCCC)[N+]1=CN(C=C1)C
3-methyl-1-octadecyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,328.1,2.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1=CN(C=C1)CCCCCCCCCCCCCCCCCC
1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,263.0,4.0,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C
potassium bis(fluorosulfonyl)amide,379.0,4.0,FS(=O)(=O)[N-]S(=O)(=O)F.[K+]
tetraoctylphosphonium bis((trifluoromethyl)sulfonyl)amide,284.3,0.4,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCC)[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,262.2,0.4,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,260.0,0.4,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,277.2,0.4,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,277.35,0.41,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,358.88,0.41,[Cl-].OCCN1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium chloride,350.42,0.41,[Cl-].C(C)N1C=[N+](C=C1)C
choline bis(trifluoromethylsulfonyl)imide,305.65,0.41,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.OCC[N+](C)(C)C
tetrabutylphosphonium chloride,339.46,0.41,[Cl-].C(CCC)[P+](CCCC)(CCCC)CCCC
cholinium propanoate,282.57,0.41,
choline butanoate,315.98,0.41,C(CCC)(=O)OCC[N+](C)(C)C
1-ethyl-3-methylimidazolium chloride,354.0,0.5,[Cl-].C(C)N1C=[N+](C=C1)C
1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,276.2,1.1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCC)N1C=[N+](C=C1)C
1-tetradecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,307.5,1.1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCCCCCCCCCC)N1C=[N+](C=C1)C
1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,295.6,1.1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)N1C=[N+](C=C1)C
1-decyl-3-methylimidazolium chloride,302.1,1.1,[Cl-].C(CCCCCCCCC)N1C=[N+](C=C1)C
1-dodecyl-3-methylimidazolium chloride,369.4,1.1,[Cl-].C(CCCCCCCCCCC)N1C=[N+](C=C1)C
1-methyl-3-tetradecylimidazolium chloride,467.2,1.1,[Cl-].CN1C=[N+](C=C1)CCCCCCCCCCCCCC
1-methylimidazolium hydrogen sulfate,294.0,2.0,S(=O)(=O)(O)[O-].CN1C=[NH+]C=C1
1-(2-cyanoethyl)imidazolium trifluoromethanesulfonate,372.8,2.0,FC(S(=O)(=O)[O-])(F)F.C(#N)CCN1C=[NH+]C=C1
1-(2-cyanoethyl)imidazolium trifluoroacetate,259.7,2.0,FC(C(=O)[O-])(F)F.C(#N)CCN1C=[NH+]C=C1
"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazol-3-ium) methanesulfonate",226.36,0.0,CS(=O)(=O)[O-].C(CCC[N+]1=CN(C=C1)C)[N+]1=CN(C=C1)C.CS(=O)(=O)[O-]
"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazol-3-ium) trifluoromethanesulfonate",215.95,0.0,FC(S(=O)(=O)[O-])(F)F.C(CCC[N+]1=CN(C=C1)C)[N+]1=CN(C=C1)C.FC(S(=O)(=O)[O-])(F)F
"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazol-3-ium) hydrogen sulfate (1:2)",228.93,0.0,S(=O)(=O)(O)[O-].C(CCC[N+]1=CN(C=C1)C)[N+]1=CN(C=C1)C.S(=O)(=O)(O)[O-]
"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazol-3-ium) 4-methylbenzenesulfonate",254.69,0.0,CC1=CC=C(C=C1)S(=O)(=O)[O-].C(CCC[N+]1=CN(C=C1)C)[N+]1=CN(C=C1)C.CC1=CC=C(C=C1)S(=O)(=O)[O-]
L-phenylalanine tert-butyl ester bis(trifluoromethylsulfonyl)amide,378.75,0.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)(C)(C)OC([C@@H](N)CC1=CC=CC=C1)=O
L-phenylalanine benzyl ester bis(perfluoroethylsulfonyl)imide,358.48,0.0,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.C(C1=CC=CC=C1)OC([C@@H](N)CC1=CC=CC=C1)=O
L-phenylalanine ethyl ester bis(perfluoroethylsulfonyl)imide,372.88,0.0,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.C(C)OC([C@@H](N)CC1=CC=CC=C1)=O
L-phenylalanine methyl ester bis(perfluoroethylsulfonyl)imide,366.42,0.0,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.COC([C@@H](N)CC1=CC=CC=C1)=O
L-phenylalanine tert-butyl ester bis(perfluoroethylsulfonyl)imide,385.78,0.0,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.C(C)(C)(C)OC([C@@H](N)CC1=CC=CC=C1)=O
"methyl L-phenylalaninate, comp. with bis(trifluoromethylsulfonyl)imide",342.71,0.5,
L-phenylalanine benzyl ester bis(trifluoromethylsulfonyl)amide,353.94,0.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C1=CC=CC=C1)OC([C@@H](N)CC1=CC=CC=C1)=O
1-butylpyridinium bromide,378.1,2.0,[Br-].C(CCC)[N+]1=CC=CC=C1
1-butyl-3-methylimidazolium tetrachloroferrate,264.86,0.5,
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,253.0,2.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
"2,3,5-trimethyl-1-(4-nitrophenyl)-pyrazolium hexafluorophosphate",495.15,0.5,F[P-](F)(F)(F)(F)F.CN1[N+](=C(C=C1C)C)C1=CC=C(C=C1)[N+](=O)[O-]
"2,3,5-trimethyl-1-(4-methoxyphenyl)-pyrazolium hexafluorophosphate",388.75,0.5,F[P-](F)(F)(F)(F)F.CN1[N+](=C(C=C1C)C)C1=CC=C(C=C1)OC
"1-(4-methylphenyl)-2,3,5-trimethylpyrazolium hexafluorophosphate",411.45,0.5,F[P-](F)(F)(F)(F)F.CC1=CC=C(C=C1)[N+]=1N(C(=CC1C)C)C
"1-(4-bromophenyl)-2,3,5-trimethylpyrazolium hexafluorophosphate",452.95,0.5,F[P-](F)(F)(F)(F)F.BrC1=CC=C(C=C1)[N+]=1N(C(=CC1C)C)C
"1-(4-chlorophenyl)-2,3,5-trimethylpyrazolium hexafluorophosphate",427.05,0.5,F[P-](F)(F)(F)(F)F.ClC1=CC=C(C=C1)[N+]=1N(C(=CC1C)C)C
"2,3,5-trimethyl-1-(4-nitrophenyl)-pyrazolium tetrafluoroborate",439.65,0.5,F[B-](F)(F)F.CN1[N+](=C(C=C1C)C)C1=CC=C(C=C1)[N+](=O)[O-]
"2,3,5-trimethyl-1-(4-methoxyphenyl)-pyrazolium tetrafluoroborate",348.75,0.5,F[B-](F)(F)F.CN1[N+](=C(C=C1C)C)C1=CC=C(C=C1)OC
"1-(4-methylphenyl)-2,3,5-trimethylpyrazolium tetrafluoroborate",421.05,0.5,F[B-](F)(F)F.CC1=CC=C(C=C1)[N+]=1N(C(=CC1C)C)C
"1-(4-bromophenyl)-2,3,5-trimethylpyrazolium tetrafluoroborate",434.35,0.5,F[B-](F)(F)F.BrC1=CC=C(C=C1)[N+]=1N(C(=CC1C)C)C
"2,3,5-trimethyl-1-(4-nitrophenyl)-pyrazolium methanesulfonate",456.45,0.5,CS(=O)(=O)[O-].CN1[N+](=C(C=C1C)C)C1=CC=C(C=C1)[N+](=O)[O-]
"1-(4-bromophenyl)-2,3,5-trimethylpyrazolium methanesulfonate",349.45,0.5,CS(=O)(=O)[O-].BrC1=CC=C(C=C1)[N+]=1N(C(=CC1C)C)C
"1-(4-chlorophenyl)-2,3,5-trimethylpyrazolium tetrafluoroborate",406.35,0.5,F[B-](F)(F)F.ClC1=CC=C(C=C1)[N+]=1N(C(=CC1C)C)C
tetrapropylammonium chloride,503.1,5.1,[Cl-].C(CC)[N+](CCC)(CCC)CCC
tetraethylammonium chloride,526.8,2.1,[Cl-].C(C)[N+](CC)(CC)CC
tetrabutylammonium dodecyl sulfate,250.25,0.5,S(=O)(=O)(OCCCCCCCCCCCC)[O-].C(CCC)[N+](CCCC)(CCCC)CCCC
1-butyl-3-methylimidazolium dodecyl sulfate,274.95,0.5,S(=O)(=O)(OCCCCCCCCCCCC)[O-].C(CCC)N1C=[N+](C=C1)C
cholinium nicotinate,329.12,0.5,
1-methyl-3-octadecylimidazolium tris(pentafluoroethyl)trifluorophosphate,319.1,1.0,
3-methyl-1-octadecyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,328.1,1.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1=CN(C=C1)CCCCCCCCCCCCCCCCCC
1-docosyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,341.1,1.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCCCCCCCCCCCCCCCCCC)N1C=[N+](C=C1)C
1-methyl-3-octadecylimidazolium bis(nonafluorobutanesulfonyl)imide,335.1,1.0,
1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,269.0,1.0,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC
potassium bis(fluorosulfonyl)amide,380.0,1.0,FS(=O)(=O)[N-]S(=O)(=O)F.[K+]
(S)-1-cyclohexylethan-1-aminium (S)-2-methoxy-2-phenylacetate,439.45,0.5,CO[C@H](C(=O)[O-])C1=CC=CC=C1.C1(CCCCC1)[C@H](C)[NH3+]
(R)-1-cyclohexylethan-1-aminium (S)-2-methoxy-2-phenylacetate,460.55,0.5,CO[C@H](C(=O)[O-])C1=CC=CC=C1.C1(CCCCC1)[C@@H](C)[NH3+]
(S)-1-cyclohexylethan-1-aminium (S)-2-methoxy-2-phenylacetate,436.05,0.5,CO[C@H](C(=O)[O-])C1=CC=CC=C1.C1(CCCCC1)[C@H](C)[NH3+]
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,268.3,2.3,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
tetrabutylphosphonium methanesulfonate,331.1,2.9,CS(=O)(=O)[O-].C(CCC)[P+](CCCC)(CCCC)CCCC
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,261.2,2.3,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
4-methyl-1-(2-phenoxyethyl)pyridinium bromide,352.1,2.0,[Br-].CC1=CC=[N+](C=C1)CCOC1=CC=CC=C1
4-methyl-1-(3-phenoxypropyl)pyridinium bromide,408.1,2.0,[Br-].CC1=CC=[N+](C=C1)CCCOC1=CC=CC=C1
4-(dimethylamino)-1-(3-phenoxypropyl)pyridinium bromide,408.1,2.0,[Br-].CN(C1=CC=[N+](C=C1)CCCOC1=CC=CC=C1)C
1-(2-phenoxyethyl)pyridazin-1-ium bromide,433.6,2.0,[Br-].O(C1=CC=CC=C1)CC[N+]1=NC=CC=C1
1-(3-phenoxypropyl)pyridazin-1-ium bromide,464.1,2.0,[Br-].O(C1=CC=CC=C1)CCC[N+]1=NC=CC=C1
"1,2-dimethyl-3-(2-phenoxyethyl)-1H-imidazol-3-ium bromide",392.1,2.0,[Br-].CN1C(=[N+](C=C1)CCOC1=CC=CC=C1)C
"1,2-dimethyl-3-(3-phenoxypropyl)-1H-imidazol-3-ium bromide",371.1,2.0,[Br-].CN1C(=[N+](C=C1)CCCOC1=CC=CC=C1)C
4-(dimethylamino)-1-(2-phenoxyethyl)pyridinium bromide,452.1,2.0,[Br-].CN(C1=CC=[N+](C=C1)CCOC1=CC=CC=C1)C
3-methyl-1-(3-phenoxypropyl)pyridinium bromide,394.1,2.0,[Br-].CC=1C=[N+](C=CC1)CCCOC1=CC=CC=C1
3-methyl-1-(2-phenoxyethyl)pyridinium bromide,390.1,2.0,[Br-].CC=1C=[N+](C=CC1)CCOC1=CC=CC=C1
2-methyl-1-(2-phenoxyethyl)pyridinium bromide,422.1,2.0,[Br-].CC1=[N+](C=CC=C1)CCOC1=CC=CC=C1
2-methyl-1-(3-phenoxypropyl)pyridinium bromide,440.1,2.0,[Br-].CC1=[N+](C=CC=C1)CCCOC1=CC=CC=C1
lithium bis((trifluoromethyl)sulfonyl)amide,508.2,5.1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.[Li+]
1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,295.2,2.1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium hydrogen sulfate,293.0,2.0,S(=O)(=O)(O)[O-].C(CCC)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium hydrogen sulfate,300.0,2.0,S(=O)(=O)(O)[O-].C(C)N1C=[N+](C=C1)C
1-ethyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,362.0,2.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[N+]1(CCCC1)C
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,283.0,2.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,262.0,2.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,253.0,2.0,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
"1,3-didecylimidazolium bromotrichloroferrate(III)",277.8,2.3,
3-dodecyl-1-methylimidazolium bromotrichloroferrate(III),287.6,2.3,
3-decyl-1-methylimidazolium bromotrichloroferrate(III),263.8,2.3,
"1,3-didodecylimidazolium bromotrichloroferrate(III)",298.2,2.3,
"3,3'-(1,4-phenylenebis(methylene))bis(1-methyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)amide",338.1,1.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C1(=CC=C(C=C1)C[N+]1=CN(C=C1)C)C[N+]1=CN(C=C1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
"2-hydroxy-N,N,N-trimethylethan-1-aminium 2-((2,3-dimethylphenyl)amino)benzoate",348.0,0.7,CC1=C(C=CC=C1C)NC1=C(C(=O)[O-])C=CC=C1.OCC[N+](C)(C)C
tributyl(ethyl)phosphonium heptadecanoate,251.8,3.2,C(CCCCCCCCCCCCCCCC)(=O)[O-].C(CCC)[P+](CC)(CCCC)CCCC
N-methyl-N-propylpyrrolidinium acetate,289.8,2.0,C(C)(=O)[O-].C[N+]1(CCCC1)CCC
tetrapentylammonium bromide,375.1,2.0,[Br-].C(CCCC)[N+](CCCCC)(CCCCC)CCCCC
tetrapentylammonium bromide,374.8,2.0,[Br-].C(CCCC)[N+](CCCCC)(CCCCC)CCCCC
tetrapentylammonium bromide,375.0,2.0,[Br-].C(CCCC)[N+](CCCCC)(CCCCC)CCCCC
tetrapentylammonium bromide,373.9,1.5,[Br-].C(CCCC)[N+](CCCCC)(CCCCC)CCCCC
"N-(2-hydroxyethyl)-N,N-dimethylbutanaminium bromide",385.1,5.0,[Br-].OCC[N+](CCCC)(C)C
N-(2-acetyloxy)ethyl-N-methylmorpholinium bromide,406.4,5.0,
